愛情，是開始還是結束|ENDINGS BEGINNINGS|data\images\movie\movieimg\movie37.jpg|movie37|4|110|德瑞克多雷穆斯 Drake Doremus|雪琳伍德利 Shailene Woodley, 傑米道南 Jamie Dornan, 賽巴斯汀史坦 Sebastian Stan, 馬修格雷古柏勒 Matthew Gray Gubler|https://www.youtube.com/embed/O26txjKlBHs|黛芬妮(雪琳伍德利 飾)是位居住在洛杉磯的三十多歲女性，在過去一年之中，她經歷心碎的戀情，於是 決定好好休息，而就在某個派對上，她遇見了法蘭克(賽巴斯汀史坦 飾)和傑克(傑米道南 飾)。兩位性情 極度不同的男性都吸引著黛芬妮，一位是自由、無拘無束的隨心所欲派;而另一位則是聰明又上進。黛芬妮在 兩個男人之間周旋，無法下定決心。也就在此時她將悄悄打開她生活中隱藏的祕密，更大的驚喜正等著他們…|2020/6/24|2020/8/24|1
玩命Online：雙槍對決|GUNS AKIMBO|data\images\movie\movieimg\movie38.jpg|movie38|5|97|傑森雷豪登(Jason Lei Howden)|丹尼爾雷德克里夫(Daniel Radcliffe) 、 薩瑪拉薇文(Samara Weaving)|https://www.youtube.com/embed/nv1R7e7o3B0|邁爾斯是個無聊的普通上班族，下班後的時間都躲在螢幕後面做鍵盤酸民。一天，他的留言得罪了危險的真人實境遊戲老闆，被揍昏後邁爾斯發現有兩把手槍釘在他的雙手上。他強迫加入了這個對戰遊戲，並且得殺掉目前的第一名玩家妮克斯，否則就等著被她殺掉。|2020/6/24|2020/8/24|1
驚夢49天|49DAYS|data\images\movie\movieimg\movie39.jpg|movie39|3|100|詹家維|任容萱 、 劉國雄(Lewis Liu) 、 庹宗華 、 古斌 、 陳家逵 、 朱家儀 、 黃志瑋 、 太保(Tai-Bo)|https://www.youtube.com/embed/rfM50XEH_PU|高富帥的美籍華人李家豪（Lewis Liu 飾），經歷一場與紅衣女子交纏的惡夢後，手臂上開始莫名出現的數字烙痕，從49開始一天天減少，像是倒數般的灼熱，身邊的人接二連三的離奇死亡，他成為了重大嫌疑犯，科學查證無法解釋所有的疑點，卻在民俗「觀落陰」中找到答案？|2020/6/24|2020/8/24|1
鐵線蟲入侵|DERANGED|data\images\movie\movieimg\movie40.jpg|movie40|3|109|朴正宇|金明民 、 文晶熙 、 金烔完 、 李荷妮|https://www.youtube.com/embed/A8kOph8d9Tg|在寧靜的清晨，漢江上浮現多具恐怖的乾屍，在韓國各地的河川也陸續出現這樣的景象。原來這是因為「變種鐵線蟲」以人為宿主後，便控制人類腦部，誘導宿主跳水自殺，讓鐵線蟲能在水中進行繁殖。變種鐵線蟲潛伏期短、致死率百分之百，且透過河川擴散傳染的速度極快，令民眾壟罩在不安之中。面對死亡人數倍增的情況，政府成立應變中心，隔離收容所有感染者，但失去理智的感染者讓這場災難變得更難以控制。|2020/6/24|2020/8/24|1
失控特工|HERO|data\images\movie\movieimg\movie41.jpg|movie41|3|121|克倫奧根尼西恩Karen Oganesyan|《安娜》《末日異戰》亞歷山大佩特羅夫、《金鋼狼：武士之戰》《諜影行動》賽佛蘭娜科契柯娃、《不可能的任務：鬼影行動》《衝出封鎖線》維拉狄默馬西科夫|https://www.youtube.com/embed/34tKVmXRRAQ|15年前，安德烈在他父親羅迪納上校的安排下，在培養情報局特工的秘密計畫「青春」內接受培訓，從十幾歲開始接受訓練。多年後因故訓練計畫被迫中止，安德烈選擇隱居，並試圖忘掉不堪的過去。某天，原本以為已經過世的父親突然來電，告知安德烈有不知名人士正通緝他，安德烈此時也突然遭遇強大火力襲擊。安德烈只好跑去找初戀情人、同時也同在學校受過訓練的瑪莎，一起尋找真相，竟逐步發現了不為人知的大規模跨國間諜活動…。|2020/6/19|2020/8/19|2
血疫|BLOOD QUANTUM|data\images\movie\movieimg\movie42.jpg|movie42|5|98|傑夫巴納比 Jeff Barnaby|麥克葛雷艾斯 Michael Greyeyes, 艾兒嘉泰兒菲瑟斯 Elle-Máijá Tailfeathers, 佛瑞斯特古拉克 Forrest Goodluck|https://www.youtube.com/embed/maSRHLSD9OM|活屍危機突然爆發，只有居住在「密卡茂」印第安保護區的原住民因受到某種神祕力量的庇佑，對活屍擁有免疫力。然而，面對大量湧入印第安保護區的白人難民，為了保全大局，這些原住民必須想辦法在活屍末日 中殺出一條血路......|2020/6/19|2020/8/19|2
阿基米德大戰|THE GREAT WAR OF ARCHIMEDES|data\images\movie\movieimg\movie43.jpg|movie43|1|130|山崎貴|菅田將暉 、 柄本佑(Tasuku Emoto) 、 濱邊美波 、 笑福亭鶴瓶(Nagayoshi, Osaka) 、 小日向文世(Kohinata Fumiyo) 、 國村隼(Jun Kunimura) 、 橋爪功(Isao Hashizume) 、 館廣(Hiroshi Tachi)|https://www.youtube.com/embed/iAfIzP_021o|1933年，日本與歐美的對立加劇，日本帝國海軍高層對於建造巨大戰艦——大和號寄予相當大的期待，但海軍少將山本五十六（館廣 飾）卻希望能暫緩這項計畫。即使山本提出了替代方案，高層仍支持建造向世界炫耀的大和號。山本為了計算出建造大和號需花費的龐大經費，向外界公布計畫所隱藏的不合理條件，請來天才數學家櫂直（菅田將暉 飾）協助計算。櫂直活用與生俱來的數學能力和氣度，開始試算大和號所需的經費，但帝國海軍的力量向他侵襲而來……|2020/6/19|2020/8/19|2
媽！我阿榮啦|ECLIPSE|data\images\movie\movieimg\movie44.jpg|movie44|2|83|謝光誠|徐愷 、 蘇明明 、 楊小黎 、 段鈞豪 、 隆宸翰 、 王捷仟 、 紀殷澤|https://www.youtube.com/embed/auW3AsYl_8w|「鐵牛運功散」廣告一播就是20年，廣告主角阿榮被笑稱是全台灣當最久的兵，但如果這不是個笑話呢？一支家喻戶曉的經典廣告，變奏成一部黑色懸疑推理電影《媽！我阿榮啦》。劇情巧妙埋了3次仿拍廣告出現，卻又緊扣廣告主角阿榮的離奇遭遇，創意十足勇奪優良電影劇本獎優等獎！燒腦的劇情和逆轉的結局，正等著你去猜解…|2020/6/19|2020/8/19|2
最瘋狂的旅程|COME AS YOU ARE|data\images\movie\movieimg\movie45.jpg|movie45|2|107|黃世寧(Richard Wong)|嘉柏莉西迪貝(Gabourey Sidibe) 、 格蘭羅森邁爾(Grant Rosenmeyer) 、 司徒頌曦 、 拉維派特(Ravi Patel)|https://www.youtube.com/embed/e6EZtchyu4o|故事講述三個正值青春年少、性致勃勃的少年：全身癱瘓的史考特、重度視障的阿莫和罹患腦瘤必須坐輪椅的麥特。在聽聞有間專為殘疾人士提供「特殊」服務的天堂俱樂部後，決定排除萬難也要讓自己轉大人。|2020/6/19|2020/8/19|2
為美好的世界獻上祝福! 紅傳說|KONOSUBA LEGEND OF CRIMSON|data\images\movie\movieimg\movie46.jpg|movie46|2|90|金崎貴臣|雨宮天(Sora Amamiya) 、 茅野愛衣 、 豐崎愛生 、 堀江由衣 、 原紗友里 、 稻田徹|https://www.youtube.com/embed/qsmqyrcT9AE|喜歡電玩的繭居族---佐藤和真原本應該因為交通意外（！？），草草結束人生，卻出人意料地帶著女廢物女神–阿克婭轉生到異世界。轉生後的和真開心沒多久，麻煩就接踵而來。|2020/6/19|2020/8/19|2
深海擴散|SEA FEVER|data\images\movie\movieimg\movie47.jpg|movie47|3|94|妮莎哈迪曼(Neasa Hardiman)|康妮尼爾森(Connie Nielsen) 、 道格瑞史考特(Dougray Scott) 、 妙麗克菲爾德(Hermione Corfield)|https://www.youtube.com/embed/H4FIw3j1hDc|孤僻的女海洋生物學家西沃恩，跟隨著一艘破舊的拖網漁船出海，進行為期一週的研究，原以為單純的任務，卻因與整組船員格格不入而備感壓力。但船行至大西洋深海區，卻意外陷入不明海底生物的陷阱，船員一個個遭到感染，生命受到威脅，西沃恩必須克服她的性格，尋求與大家的和解，並贏得眾人信任，不過卻發現一切可能都太遲了……|2020/6/12|2020/8/12|2
詭妹|INTRUDER|data\images\movie\movieimg\movie48.jpg|movie48|4|102|孫元平|宋智孝 、 金武烈 、 芮秀貞|https://www.youtube.com/embed/1pJ5ickYspU|我對25年後回來的妹妹充滿疑心！不久前，建築師書振（金武烈 飾）的妻子因意外過世，失意的他突然收到來自25年前失蹤妹妹宥珍的聯絡。面對初次見面的書振，宥珍馬上親暱地稱呼他「哥哥」，這令書振感到十分不適應，但其他家人卻馬上接受了宥珍。|2020/6/5|2020/8/5|2
1/2的魔法|ONWARD|data\images\movie\movieimg\movie49.jpg|movie49|1|102|丹斯坎隆(Dan Scanlon)|湯姆霍蘭德(Tom Holland) 、 克里斯普瑞特(Chris Pratt) 、 奧塔薇亞史班森(Octavia Spencer)|https://www.youtube.com/embed/CGwYbcnTVXE|這是一個魔法仍真實存在的世界，存在著精靈、巨魔、靈魂還有獨角獸。然而在魔法早已被現代科技遺忘的時候，兩個精靈兄弟在父親過世後，將踏入一趟探索他們魔法世界真實面貌的旅程。|2020/7/22|2020/9/22|2
屍憶|THE BRIDE|data\images\movie\movieimg\movie50.jpg|movie50|3|89|《魂囚西門》謝庭菡|《命運化妝師》謝欣穎、《狂徒》吳慷仁、《賽德克巴萊》田中千繪、《女鬼橋》嚴正嵐|https://www.youtube.com/embed/PkfJFLEPNa4|靈異節目製作人承皓(吳慷仁飾)最近事業、愛情兩得意，不但工作順遂，與未婚妻（謝欣穎飾）也展開甜蜜的同居生活。自從在公園撿到一個奇怪的紅包後，他就開始不斷做著關於古宅的惡夢。女高中生茵茵（嚴正嵐飾）有「陰陽眼」，從小就會看到一些「不存在」的東西，但最近她越選擇逃避，鬼怪就越是變本加厲出現在她眼前。而所有的線索，全都指向那棟塵封已久的深山古宅，究竟在那棟古宅曾發生什麼事件，將大家的命運牽扯在一起？前世延續至今的怨念，是否能在今生獲得解決？|2020/6/26|2020/8/26|2
頭號粉絲|THE FANATIC|data\images\movie\movieimg\movie51.jpg|movie51|4|99|佛瑞德斯特(Fred Durst)|約翰屈伏塔(John Travolta) 、 戴文沙瓦(Devon Sawa)|https://www.youtube.com/embed/ElxgmJaj4MY|患有亞斯伯格症的穆斯是個重度影痴，對經典恐怖片尤其著迷。杭特鄧巴是他最崇拜的男星，他的每部電影台詞穆斯都能倒背如流，還收藏了所有的電影海報、DVD以及電影周邊，一切就只缺他的親筆簽名了。|2020/7/3|2020/9/3|2
角落小夥伴電影版：魔法繪本裡的新朋友|SUMIKKOGURASHI GOOD TO BE IN THE CORNER|data\images\movie\movieimg\movie52.jpg|movie52|1|66|《偶像大師灰姑娘女孩劇場》萬九|傑尼斯「V6」 成員 井之原快彥《真幌站前多田便利屋》本上真奈美|https://www.youtube.com/embed/I9DE6nSRlTY|這天，角落小夥伴們一如往常地窩在他們最熟悉的角落咖啡廳，卻意外發現地下室中一本古老繪本，正當大家看著繪本時，書上的圖案卻突然動了起來，將他們都吸進了繪本世界裡，還變成了桃太郎、小紅帽與賣火柴的女孩等童話故事的主角！正當小夥伴們不知所措時，遇見了一隻不知道自己從何而來的「小灰雞？」，為了幫忙這位孤零零的新夥伴找到回家的路，小夥伴們決定勇敢走出角落，踏上一段奇幻的童話冒險旅程！|2020/7/10|2020/9/10|2
晚班|LATE SHIFT|data\images\movie\movieimg\movie53.jpg|movie53|2|94|托比亞斯・韋伯 (‎Tobias Weber)|喬・索維堡特 (Joe Sowerbutts) / 安部春香(Haruka Abe) / 李察・德頓(Richard Durden) / 喬爾・巴斯曼（Joel Basman）/ 莉莉·特拉弗斯（Lily Travers）|https://www.youtube.com/embed/xB5D1uRvvHU|《晚班》是一部真人實景全動態影像的犯罪懸疑互動式電影。主角為主修數學的大學生—馬特( Joe Sowerbutts飾)，莫名其妙被捲入一場拍賣所的竊盜案中，並試圖證明自己的清白。在電影裡，觀眾們將會面臨一連串的抉擇，有些決定微乎其微，卻會導致截然不同的結果。劇本由知名電影《福爾摩斯》編劇Michael R. Johnson所創作，觀眾將面臨180多種選擇，體驗扣人心弦的劇情和緊張情節。你會選擇偷車還是逃跑？是選擇乖乖配合還是從中破壞？電影劇情推進的同時，必須在指定時間內進行抉擇。|2020/6/12|2020/8/12|2
淒厲人僧|PEE NAK 2|data\images\movie\movieimg\movie54.jpg|movie54|3|114|彭塔里斯喬凱撒達杜彭(Phontharis Chotkijsadarsopon)|哇提勒維拍桑固翁(Vachiravit Paisarnkulwong) 、 洪天逸(Phiravich Attachitsataporn) 、 滬瓦隆威伍颯(Bhuripat Vejvongsatechavat) 、 威特瓦拉騰那布巴拉明(Witthawat Rattanaboonbaramee)|https://www.youtube.com/embed/0L8r649CTrs|在泰國郊外的荒野古廟流傳著可怕的傳說，只要在此受戒為僧，都會因為神祕詛咒而永世不得還俗，否則將大難臨頭。聽聞傳說而怕爆的和尚阿一(James 飾)和布倫(Aim Aue 飾)因此拋下好友阿隆(August 飾)，連夜逃離寺廟，卻從此衰事連連，甚至差點死翹翹！走投無路的兩人只好回到寺廟，跪求神明保護，沒想到求神不成，反倒招惹上超兇厲鬼糾纏！偏偏此時又來了一位搞不清楚狀況的天菜鮮肉玄兵(Mean 洪天逸 飾)，讓阿一和布倫逃命之餘，還要忙著撩哥護天菜！究竟眾人能否順利擺脫厲鬼詛咒，平安逃出絕命廟？|2020/6/5|2020/8/5|2
